# x(kpc) y(kpc) z(kpc)
3.114140 11.135289 -0.486791 
4.950027 13.122448 -0.216841 
8.499833 -7.481118 0.106410 
-0.391271 -3.140704 -0.212023 
2.465477 0.979001 -1.090085 
-1.584624 -3.859852 -0.090057 
-13.251615 -6.114846 0.118375 
-2.606199 9.233581 0.261100 
1.790637 -2.494158 0.311391 
-2.803753 -1.312246 -0.066770 
-4.621053 3.554392 -0.577623 
1.860503 -0.479316 -0.096337 
0.485807 -7.044303 0.525877 
4.494599 -8.027665 -1.153981 
-0.919711 -5.363118 -0.350992 
4.484979 2.661161 -0.150768 
3.426593 -3.075028 -0.372076 
-0.362708 2.305868 -1.256673 
3.804227 -0.513935 -0.395679 
-2.574671 9.357298 1.772179 
3.343692 5.316783 -0.072805 
1.381915 6.393224 0.191627 
22.838432 -7.351006 -0.601310 
-1.705695 0.890166 -0.214761 
0.716477 2.551757 0.748382 
-7.618287 3.561127 0.226742 
-3.875543 -0.235789 -0.362695 
-4.035024 2.065722 -0.325231 
9.113739 5.673903 -0.021195 
-2.912501 3.903600 -1.049238 
4.758474 1.622932 0.401338 
3.281509 11.542287 -0.642920 
0.452831 2.444616 -0.294800 
-4.079986 2.746637 0.518954 
1.285911 -6.299036 0.484366 
7.217739 -1.203099 -0.579862 
2.735975 -1.400212 -0.641665 
0.406985 -8.048663 1.970574 
3.450112 7.600708 0.301762 
2.198374 -2.142887 -0.354613 
0.042353 4.201711 0.782805 
2.192874 -5.804697 -0.102221 
2.317115 -6.053994 0.260098 
-12.731933 -0.785255 -0.563458 
-2.511433 6.005846 0.310411 
-2.041538 -1.228827 -0.157171 
-1.636584 -1.690118 -0.236807 
-6.068667 5.242375 0.141397 
0.750908 -1.439371 0.373743 
1.165960 -8.713188 0.993320 
-6.924285 -2.905699 -1.184969 
0.337748 8.815298 -0.094756 
-9.325786 -4.043862 0.576521 
-10.938144 -5.258894 0.162499 
1.859483 1.852452 -0.590064 
1.801598 3.953111 0.147141 
3.865915 7.238637 0.647478 
0.616053 2.100707 -0.202746 
-0.178135 3.214585 -0.093056 
11.469872 6.666298 0.401844 
9.680915 7.057435 0.006480 
8.510100 1.013792 0.374552 
-1.325743 -1.884904 -0.472934 
-1.216268 -2.436389 -0.184708 
-2.442934 -17.701446 0.446148 
5.831235 -5.294312 0.460083 
-1.159358 -6.772512 0.004791 
11.130722 -1.295043 0.271243 
-3.329097 6.099200 -0.114225 
-2.187093 0.758524 1.827508 
0.501648 8.341155 -0.083313 
3.674278 -1.077382 -0.391415 
0.061102 3.150471 -1.416533 
6.013375 -2.828438 -1.792044 
1.463975 0.903633 -0.433245 
-5.127369 -6.389583 -0.261507 
-1.084978 -6.531129 -0.351770 
-7.754281 1.855913 -0.538441 
-1.398014 -2.868237 0.832218 
5.903723 2.538845 0.549882 
10.679763 2.109579 0.003701 
0.079022 -13.513225 -0.186319 
-13.429330 0.234222 -0.327709 
-3.457410 8.517250 -0.254696 
3.566871 1.455424 -0.039019 
8.303824 5.309969 -0.258739 
-3.671654 7.541236 -0.435025 
1.285443 1.377007 0.984324 
-3.783912 0.230550 1.583987 
-10.623997 -4.511021 -0.076698 
0.065601 -3.168119 0.183035 
-5.624192 -0.068042 -0.337692 
-4.233123 -1.718731 -0.956548 
-1.183767 1.277261 0.269245 
1.471519 3.406675 -0.083999 
-9.319073 4.417112 1.314375 
1.451224 3.377345 0.311712 
-2.171271 3.802186 0.853428 
10.822355 -6.482645 -0.710194 
-5.708095 -6.340914 1.446592 
-10.885479 -0.940061 0.225654 
0.845630 0.155155 -1.027399 
-5.387455 -11.202504 0.441440 
-6.080818 -6.157589 1.033118 
0.335046 -0.133678 -0.976910 
-5.905153 8.080097 -0.194103 
5.915288 -9.565072 -0.047324 
2.437901 5.161645 0.296458 
-6.694927 6.394404 -0.818208 
0.092209 1.448603 0.087393 
5.325993 8.184223 0.950827 
-4.249331 -7.336520 0.063084 
6.178755 -1.418082 -0.677653 
3.917970 -6.743736 -0.152891 
-5.688643 9.655141 0.446695 
8.318292 19.504335 1.082041 
4.853804 -7.721788 -0.176306 
-9.800649 -6.487308 -0.250844 
-0.837372 -1.263253 1.409568 
-8.310089 0.715660 1.557835 
-0.469514 2.695503 -0.174951 
-2.661617 8.034307 0.487988 
2.757885 1.517163 0.130291 
4.408486 6.496249 -0.050209 
0.993549 2.717736 -0.384277 
0.224724 1.159954 0.219643 
-1.507398 0.773487 0.817816 
-3.113378 6.372476 0.777192 
-0.046720 -0.578776 0.505633 
2.604790 2.089808 -1.545215 
0.315170 -16.143473 -0.463105 
-0.248303 1.265712 -0.087793 
3.012068 -1.188305 -1.708766 
-4.533256 11.620619 -0.372504 
1.794867 -3.134024 0.383127 
0.221895 -0.004993 -0.296196 
-7.009513 4.665473 0.029132 
8.076439 -21.179066 0.958266 
2.992786 -1.406954 -0.234115 
-4.998854 7.810284 0.044836 
0.649857 4.753117 -1.290331 
2.168039 -4.227170 0.088908 
11.504410 -1.667906 -0.668043 
6.264392 -6.241732 -0.471381 
0.787366 -1.786428 0.139744 
7.138259 3.242564 -0.103642 
1.130542 3.337428 0.120673 
4.225156 -2.279372 0.285353 
3.655074 -3.169876 -0.241710 
-2.026862 -1.426723 -0.097092 
-3.260027 3.924855 0.324315 
-14.923836 3.515572 0.298814 
-0.973879 -0.539255 -0.190873 
7.685950 9.245709 -0.443941 
-2.587620 4.366694 -0.401921 
-8.498555 -4.263268 0.019882 
7.204716 -2.658161 -0.067729 
6.246709 0.328434 -0.151162 
5.587493 -9.369143 -0.361224 
-3.075875 -3.486189 0.150179 
2.189408 -2.644641 1.174643 
-0.256958 0.980880 -0.948132 
-2.552908 0.084844 -0.464191 
2.931126 -5.959345 0.011473 
-12.552766 -1.119306 -1.153756 
-3.691753 -4.499462 0.015146 
-7.523576 0.550102 -0.655162 
1.169085 -6.470732 -0.926458 
1.633460 1.425100 -0.397092 
7.205295 -8.187403 -0.457566 
1.098631 -18.325534 0.430893 
-9.092007 13.969526 0.160412 
1.255466 -5.869863 0.196324 
-2.070343 0.072121 -0.495668 
4.287621 0.466636 1.239923 
-2.214144 8.927327 1.740432 
0.019300 -1.641861 -0.102571 
4.798231 -12.140328 0.432363 
-0.386932 0.824435 0.460852 
0.951627 8.184711 0.318037 
-1.834751 -3.818289 0.571563 
20.434234 -1.742427 0.296117 
-8.266108 -6.894995 -0.026581 
-4.871035 -4.168344 0.165982 
-3.711774 -2.840853 -0.209843 
-1.082544 0.862897 0.264557 
-0.617743 -0.384538 0.442271 
-2.474626 1.314197 1.125276 
-4.579296 -1.582123 -0.109095 
-7.194862 -5.275568 -0.164686 
8.276637 2.274290 0.065960 
1.921294 -2.451014 0.565259 
-0.000002 -2.595441 0.016832 
3.945154 1.046404 0.593260 
2.988241 -17.503458 -0.459826 
12.308162 2.266431 0.350177 
3.738256 0.259183 0.671113 
-6.176323 1.913700 0.714000 
3.847831 2.594109 -0.862385 
1.196083 3.289459 0.637632 
-4.587476 -2.611543 -0.454373 
-0.537977 -1.567870 0.028647 
-11.652708 2.242478 -0.847406 
-6.496436 -1.320895 -0.251235 
3.236165 -1.883063 0.335528 
-6.795638 5.261277 0.369839 
-0.134402 -7.256105 -0.612641 
-7.891089 -6.608331 -0.520250 
-4.951119 -0.494957 0.135653 
1.340001 -0.808382 -0.171810 
-3.532784 -0.675194 -0.119198 
0.261837 -3.227671 -0.296916 
3.467952 -10.638383 -0.113661 
-10.793132 10.036480 0.511592 
-5.883364 -12.882338 -0.926206 
6.505948 -4.038254 -0.185517 
1.195072 3.953491 0.070220 
2.028626 2.003630 0.424250 
5.717363 -1.378249 -0.044857 
5.073093 2.542595 -1.897681 
0.382185 3.521646 0.211882 
3.988907 2.530479 -0.105063 
-1.509651 0.349200 -0.319601 
-10.156712 -12.928649 -0.269758 
-2.031245 0.492511 -0.422530 
0.632340 1.552358 0.349332 
-7.486487 10.418018 0.705214 
1.045299 3.982290 -0.430196 
6.087925 -0.329443 -0.130959 
-4.934779 -2.482464 0.369939 
2.116651 0.578407 0.971930 
-1.326249 -1.081704 -0.233425 
-0.999144 -3.339811 0.766588 
-7.585115 3.789219 0.593344 
0.000921 2.377078 -0.314514 
5.263904 -5.258454 0.079582 
-1.004445 -1.388718 -0.451384 
0.659668 -0.459326 0.136934 
0.552758 -10.682368 -0.042492 
1.080227 -0.688632 -0.955078 
-2.941270 -0.282329 0.241074 
-5.447755 -1.192197 0.144562 
-5.511231 -0.723095 -0.257409 
-2.068678 10.546187 -0.644149 
4.809227 11.007014 0.057943 
1.868987 -0.723681 0.177628 
-1.480374 2.636205 0.474639 
3.921298 -1.035527 -0.678260 
-9.183938 -2.890282 0.101362 
-1.284182 -1.184273 0.402513 
5.826881 -2.824538 -0.047318 
1.559969 -4.440698 -0.567987 
-3.174878 5.456338 -0.539831 
-1.652012 5.128064 -0.304859 
1.826685 0.430618 0.136703 
4.197737 -0.222984 -0.960506 
1.007967 -0.546936 0.014300 
-3.320516 13.643239 0.398219 
-8.355491 -8.854711 -0.218779 
3.972012 -5.027043 0.250117 
-7.267348 -0.332335 -0.175030 
-5.603535 -8.321136 -0.293722 
-1.604959 17.646292 -0.922433 
8.008075 -3.589331 -1.711096 
1.638315 -2.120280 0.493934 
3.017431 -2.709756 -0.556006 
-15.353284 19.975203 -0.299069 
-1.409421 0.397429 0.192480 
8.800005 -1.551043 -0.150939 
2.600998 -0.996504 0.255511 
7.251887 11.505512 0.539812 
-0.469204 0.092948 0.143796 
-2.966385 -2.360704 -0.069033 
-8.182142 -7.695606 0.580969 
5.019978 -2.446666 -0.737743 
2.414677 4.633782 0.338650 
-0.464206 -5.966109 -0.128863 
-2.387785 -22.177941 -0.666104 
3.911935 1.351869 0.059900 
-10.360708 -8.785096 -1.447779 
-0.383873 -1.942921 -0.118736 
-3.232509 -11.969032 -0.903256 
-7.529952 -3.855685 -0.066641 
-8.441395 -2.496302 1.838344 
4.119584 2.233450 0.335993 
2.101968 1.660151 0.238565 
-1.520518 -5.718430 0.214952 
5.401921 -3.941923 -0.053037 
-3.945957 -9.927330 0.499752 
-1.790474 0.301715 -0.086396 
2.795415 1.873656 0.036611 
-0.811010 -1.614043 -1.551901 
9.514603 -11.100622 0.374720 
-14.254781 -4.267347 -0.192182 
0.027388 0.516073 -0.148946 
3.515969 0.669590 -0.177693 
-0.018886 0.970632 1.049182 
2.113448 1.372259 0.486807 
-1.918777 2.829001 0.403619 
-5.946408 7.086937 -1.354866 
-2.053334 -0.334403 0.562140 
-0.918773 5.774213 -0.604174 
-2.326999 0.886562 0.039826 
3.606552 2.373316 -0.264207 
0.824255 3.677823 -0.530995 
8.299620 -0.507512 0.472960 
0.425186 0.690872 0.220821 
2.819203 0.892510 0.187267 
3.202076 -0.674467 -0.544417 
5.319241 3.403227 -0.145457 
6.696627 2.480543 0.211412 
-10.262984 9.879846 0.253699 
0.084170 5.422818 -1.507848 
0.755351 6.270747 -0.334611 
-13.492907 13.408856 -0.653122 
13.470706 7.791679 -0.199724 
1.025384 -6.547022 -0.054680 
-1.647527 0.521662 0.469383 
3.653726 2.914165 -0.175852 
0.733093 -8.282237 0.113410 
-3.137038 1.977064 -0.026948 
3.111264 -3.632468 0.269843 
2.967178 3.715669 -0.036893 
6.120635 8.747994 0.484154 
-1.618153 0.326509 0.198502 
-2.646779 -1.600883 0.300270 
3.222995 2.274774 -0.437731 
-0.928390 -0.768707 -0.805794 
10.806989 -1.357859 -0.294013 
1.298544 -3.243127 0.748044 
-1.810705 1.680452 1.035640 
4.289623 2.610918 1.004045 
-2.510024 -2.978362 0.224013 
-11.910746 -3.665432 0.248026 
0.578113 7.316846 -0.177798 
1.905723 -0.599219 1.368893 
-1.310267 1.357022 0.020171 
2.490764 2.761101 0.430507 
1.099458 -5.651432 -0.557723 
4.281086 0.379512 0.442473 
-2.469045 -3.075173 -0.090178 
0.256448 -0.136303 0.192563 
-0.417716 5.717264 -0.214929 
1.010293 7.566735 0.054552 
-1.293079 -2.584326 -0.176367 
-0.857785 -10.292212 0.576772 
-0.461122 -0.107104 -0.676824 
1.484718 2.952464 0.045457 
12.886888 2.565797 1.871837 
0.870837 8.174123 -0.340854 
-17.995221 4.115574 0.135275 
11.207168 5.769752 0.145931 
4.603685 -14.467448 -0.690675 
-2.103050 2.728878 -0.515730 
0.859611 -0.677222 -0.188467 
1.126953 -0.800658 -0.635891 
4.302692 1.758199 -0.546385 
2.869657 13.303893 0.848779 
6.647583 -6.847103 -1.476734 
0.358124 -1.494449 -0.390607 
-1.028767 -8.992535 0.966316 
-18.108659 8.826124 -0.299210 
4.618009 1.519882 -0.267428 
1.200237 8.676125 0.688672 
3.568080 -1.388114 -0.623487 
0.128767 -0.340050 -0.101843 
2.520202 -3.471987 -0.597239 
-7.013714 10.316311 -0.351330 
-5.919971 0.889613 -0.284150 
5.959808 6.332027 0.107718 
0.730457 -3.358971 -0.430585 
-0.751461 -4.464658 -0.015525 
0.176071 3.028851 0.897119 
2.609520 4.247447 -0.445538 
-1.881141 1.079374 -0.324458 
4.489322 -4.273285 1.094173 
-0.368715 -1.679595 -0.423641 
-1.450664 1.465529 -0.295859 
-1.989893 -9.994844 -0.275667 
6.582218 -7.877434 -0.553129 
-5.896149 2.642962 -0.330429 
-6.294735 -6.033346 0.266758 
-4.734355 4.067521 -1.283549 
1.845391 -1.811999 0.435858 
-1.125561 3.419371 0.083541 
-7.936889 -3.361719 1.342823 
-0.161018 -0.256293 -0.881609 
1.437135 -2.571574 0.132871 
2.785167 -0.082352 -0.090141 
-8.718630 -9.508983 0.642159 
7.960419 -0.893788 0.007287 
1.273363 0.099457 0.059051 
1.250167 2.804039 0.600360 
-5.092427 -2.448192 -0.533416 
-2.878687 -10.697275 0.707907 
14.784070 -7.192561 -0.341710 
-5.929361 7.471272 0.665745 
-1.044647 0.109162 -0.442203 
-5.477109 -2.888339 -0.169167 
-1.092807 0.707871 -0.276418 
-2.460973 3.538254 0.378893 
-0.972109 -6.309104 -0.055553 
1.089229 -5.481256 0.087665 
-4.334080 -1.578679 -0.562283 
3.859856 -4.700949 -0.109729 
-5.636652 -13.261204 -0.069487 
3.815682 -3.316612 0.181081 
10.247372 2.834117 0.146228 
-2.737065 -2.824816 1.506963 
-3.359699 -4.596114 -0.299633 
3.713790 -0.296442 -1.018445 
-1.243307 6.760275 -0.408154 
10.259585 -5.914763 0.147725 
-0.097941 1.141868 -0.277079 
1.033892 -7.769571 -0.153721 
-0.368071 -1.467712 0.444385 
2.876078 -0.248553 -0.049677 
-4.235140 11.447597 -0.118261 
-0.194131 -2.093187 -1.020591 
2.831402 -3.221133 -0.435795 
1.378314 4.880224 0.396403 
-1.822308 0.726533 0.357773 
9.379145 -0.313976 -0.243049 
1.439854 -2.177412 0.598151 
-0.894794 1.598660 1.319695 
-0.526945 -8.309068 -1.087168 
-6.047962 -2.694928 -0.871175 
4.183798 4.597184 0.002246 
-2.368598 -1.734393 -0.087049 
8.004943 -12.120906 0.186681 
-5.523877 -3.794831 0.861873 
1.759732 1.600598 0.238563 
7.996139 -5.741586 -0.579787 
10.423810 -5.018930 0.174423 
-1.691286 4.597479 -0.124055 
-3.687745 0.643098 -0.215366 
7.149070 -2.825829 -0.009533 
3.723590 3.344191 0.643059 
6.787861 1.409254 -0.010460 
3.823993 7.437359 -0.248950 
-1.299411 3.915339 -1.084615 
-1.086823 -0.333459 -0.363085 
1.592352 0.413160 1.042726 
-10.326823 7.287408 -0.983305 
-9.751821 -1.479459 -2.809321 
-1.687256 1.728467 -0.098463 
2.142222 1.479993 -0.346953 
-7.009383 4.108449 -0.076985 
7.076077 13.712276 -0.031923 
17.422641 -15.660126 -1.093022 
-0.082196 -1.682753 -0.049392 
-1.950508 -2.609950 1.249198 
-15.629649 21.090565 -0.315655 
-5.314631 -2.816365 0.770970 
-0.070053 -3.700769 -0.348343 
0.922972 -2.447126 -0.672611 
-1.134200 -0.948447 -0.839411 
2.581834 -4.484687 1.244614 
-2.530983 2.052813 -0.226108 
5.582425 2.346837 -0.898758 
1.288496 7.098940 -0.451287 
0.514581 -5.868042 0.101745 
-7.068882 -0.832611 0.275728 
-6.214184 2.637115 -0.494496 
-3.904872 -4.074545 0.390657 
-15.774133 1.305142 -0.234089 
2.321202 3.878939 -0.880840 
0.716134 -4.299385 -0.814491 
-3.851356 3.219896 0.525677 
-2.249388 -7.218203 0.063671 
0.558398 2.406146 -0.539749 
4.686217 2.077559 -0.449692 
-4.553759 -4.962855 -1.017084 
4.544467 11.024371 -0.669685 
5.652592 9.106505 -0.420301 
6.134839 -2.354432 0.405995 
8.725807 -10.513757 -0.652992 
2.356525 2.013778 0.526440 
5.275352 3.463898 -0.153477 
9.768963 2.224392 -0.541698 
-0.769726 3.142543 0.416051 
-6.186172 1.308984 -0.390782 
1.675892 -1.771424 -0.917914 
3.051283 -10.517739 -0.519143 
0.315676 -0.621616 0.107980 
2.436659 -1.256510 0.382004 
-5.666412 -3.291109 -1.135668 
-24.456410 -11.730830 -0.326670 
-5.808606 9.933812 0.237557 
-3.108253 0.349715 0.778082 
2.722447 0.991109 -0.716393 
-4.602419 3.362422 0.582591 
-7.832079 2.126989 -0.199522 
5.727818 -0.920330 -0.386455 
10.775600 -2.079689 0.060062 
1.209600 2.162073 -0.073826 
-1.363676 2.564529 -0.611505 
14.589538 5.805926 0.025665 
10.054892 0.238376 0.498350 
-3.310176 -3.405323 0.294684 
2.331453 -1.515743 -0.158860 
-4.411254 1.806209 -0.504880 
-4.915824 -1.783413 0.854783 
5.183391 -2.394355 0.820332 
-7.631900 3.875906 1.356277 
1.186199 2.318438 -0.828148 
-15.760873 6.320119 1.043615 
1.548027 -2.784254 -0.496623 
7.931440 2.151400 -0.233837 
-0.841471 -0.863737 -1.141329 
1.055808 8.204545 -0.325160 
-2.654313 3.395864 -0.017639 
3.439235 -4.297011 -0.025784 
2.552608 -0.906801 -1.655240 
1.123753 3.627984 0.902382 
-13.295714 -1.906828 0.408813 
3.022004 -0.749356 0.720608 
0.027920 -3.101658 -0.483417 
-1.184523 -1.247591 0.549250 
-5.428605 -2.619825 0.292722 
-13.473076 2.053658 0.340932 
-0.302419 6.196727 1.384751 
13.954343 -1.405853 -0.310249 
-3.431020 0.738180 -0.108885 
-2.122156 1.508420 0.288385 
2.597584 -15.764920 -0.015221 
0.872936 1.072983 0.023880 
0.542202 3.952525 0.550061 
-10.491769 5.971829 0.016459 
0.766851 1.343789 -0.388039 
-4.025197 -0.757157 -0.316261 
3.109792 4.769382 0.087148 
5.410682 -1.010674 -0.150944 
-0.352761 29.123020 -0.511595 
-11.731607 6.625315 0.475090 
-1.519977 6.342139 0.470233 
-15.690221 -3.134598 0.077559 
-1.206987 3.482364 0.080112 
-0.520110 -1.089818 0.421642 
3.061727 -4.395157 0.748050 
-7.093378 -3.343510 0.692116 
4.127326 0.858342 -0.464537 
0.689210 -1.240481 -1.250571 
11.216564 5.949226 0.907942 
-1.403626 3.861757 0.339601 
-3.502547 7.608312 -0.168728 
0.445716 -4.802919 -0.026610 
1.308923 -0.504707 -0.236928 
-5.887010 -9.572633 0.847783 
8.509878 -2.763588 0.236482 
-0.214291 -1.071989 -0.110837 
3.922783 -6.476925 2.954821 
2.002660 -2.762730 -0.181252 
16.841748 -5.956141 -0.267440 
0.739590 2.031933 -0.220116 
8.103530 -2.954681 0.517956 
6.497574 -3.356914 0.946518 
-1.142035 4.702677 -0.629123 
-0.091940 2.550282 -0.201179 
8.688189 3.428538 -0.187062 
-6.578625 -4.233793 -0.158152 
6.445332 1.880634 0.384077 
8.848555 0.396904 0.205272 
1.773835 4.858582 0.008507 
0.661130 -8.227416 0.400299 
-3.365000 -6.577908 -1.606210 
0.501516 -1.642876 0.359791 
2.132814 -7.377401 -1.483902 
5.934383 9.626395 -0.410727 
-2.819427 4.806954 0.725083 
-1.415580 1.235319 0.100038 
-2.133095 1.590401 -0.294703 
3.382129 7.557264 -0.403579 
2.868393 -14.505050 0.694969 
-2.420899 -0.169564 1.606978 
3.021877 -2.184609 0.016244 
7.748149 2.876972 -0.264580 
3.113343 -8.830123 0.000120 
3.201571 0.690139 0.540481 
-0.069849 -0.139223 0.048733 
5.086689 -5.589803 0.468311 
5.344410 1.306679 1.044426 
0.970375 -2.193101 0.271117 
0.002984 0.142758 -1.245781 
-0.148167 -7.544179 -0.444110 
1.704116 8.698348 0.010294 
0.395827 -4.547265 -0.470998 
-5.215749 -11.994474 0.052689 
-5.742748 -1.376615 -0.577868 
0.611658 -8.786116 0.962263 
-2.519710 12.597142 0.312378 
3.948326 0.800691 -0.314307 
4.874533 5.803967 -0.381326 
1.868044 -6.395166 0.941960 
-6.254916 -0.582891 -0.060868 
-0.635409 2.372323 0.633223 
0.241423 7.948021 0.741557 
-0.114113 -0.365654 0.892331 
-0.469037 -1.152691 0.186729 
-0.837361 7.383654 2.160528 
-1.012008 0.770367 0.572533 
2.345018 -2.051704 0.177078 
6.706219 5.585137 1.108279 
-0.358722 -1.843852 0.561126 
4.201705 5.146792 0.977789 
3.809252 -2.740298 0.447837 
4.079665 -6.449592 0.104022 
0.334462 -0.223921 0.135558 
-4.715824 -0.170549 -0.095014 
-0.703227 -4.897678 0.043777 
-4.850054 -3.195362 -0.085915 
-6.477855 0.128964 0.128819 
1.353478 4.243420 -0.328082 
2.795038 0.163312 0.432272 
-3.484666 3.880522 0.338472 
5.637757 0.693832 0.867887 
-4.694333 -2.447703 0.390724 
6.335037 5.482863 0.304481 
3.842899 -2.583396 0.770952 
-2.177843 4.394964 0.355587 
0.784475 -5.113171 -0.992049 
4.790667 6.262122 -0.268960 
3.709920 -4.891521 -0.345495 
3.576415 -6.058363 0.620773 
1.595689 -4.556138 -0.172598 
1.329263 -0.895748 0.475989 
-6.135590 -0.543190 0.164320 
0.826248 0.904402 -2.018401 
0.838963 1.458470 0.068957 
0.861473 -0.456200 1.175705 
0.225019 5.869699 -0.649306 
1.547262 2.693987 0.613317 
-2.706092 3.755330 0.510737 
6.313543 14.710043 0.197558 
-1.114859 -7.563687 -0.413268 
2.533183 -2.426527 0.057408 
-11.838302 -2.603155 0.195189 
10.389009 -9.065847 -1.404919 
3.269230 0.295704 0.154929 
-2.706922 5.348894 -0.657864 
10.596481 -12.591623 -0.313580 
7.585099 -3.695247 -0.120885 
0.424775 3.091741 1.047748 
2.659004 6.020006 0.165171 
-6.387629 6.176079 1.214779 
-9.641292 8.913809 -1.480928 
-3.347153 3.101931 -0.549622 
-2.320284 0.636651 0.172089 
5.765095 -4.675722 0.152748 
1.733662 -1.124849 0.098516 
0.980892 1.616723 0.775668 
7.537011 9.738456 0.282111 
-2.206821 -4.607841 -0.449516 
-2.167547 1.693039 -0.113049 
-0.875985 -2.221884 1.041460 
-10.912582 -6.466683 1.575247 
5.064254 1.442664 0.420818 
3.753512 7.643200 0.047268 
-1.658036 3.451171 0.051107 
-8.905156 8.696164 1.519342 
-4.034865 2.836832 -0.124490 
3.751419 -0.543690 0.128879 
-1.988954 -1.108362 0.733046 
7.025055 3.775828 1.302272 
5.724836 3.205451 -0.533428 
-9.972773 2.398358 -0.965038 
17.035373 -16.121979 0.756585 
1.159577 4.122091 0.510787 
1.038045 -6.855655 0.421442 
10.833868 -8.860482 0.698270 
-6.977856 -3.576794 -0.884073 
7.135276 -0.205497 -0.600716 
1.929677 1.251468 -0.214765 
6.898237 2.051565 -0.890470 
-7.519353 -2.397307 0.399262 
9.515863 2.097506 1.524978 
4.163192 5.702995 0.020229 
6.708184 1.241833 0.056849 
-5.542145 0.394777 0.045848 
-0.955793 -1.114446 0.620085 
-3.590679 11.981774 0.201861 
-3.256279 2.965754 0.659133 
-1.116927 8.526359 -0.253782 
3.776218 2.209472 0.043766 
1.042649 -0.980413 -0.938306 
-1.022335 -9.209189 -0.088962 
0.086644 -0.084811 -0.483858 
-0.327038 4.798471 -1.032043 
-2.968224 0.907936 1.250999 
-0.441852 -4.372363 0.284837 
-8.760865 -1.557334 0.428974 
1.315446 1.149177 -1.078085 
-5.558336 7.912564 -0.147010 
-17.694778 -5.354362 0.514524 
-6.236734 4.525148 -0.877006 
-0.084669 -0.711861 0.372818 
6.979173 2.462094 0.482400 
-0.901381 1.527903 0.069581 
2.701601 -4.785437 -0.899243 
-5.953819 -1.772302 -0.588828 
3.412771 -0.435950 -0.781207 
11.427060 -10.248133 -0.321241 
4.015638 6.397751 0.637182 
-4.367792 -3.950869 -1.490451 
6.850916 0.905074 -0.326478 
1.866792 11.435207 0.166342 
5.031479 11.798308 -0.158684 
4.053508 -5.356396 -0.326721 
10.760699 -10.732901 -1.250661 
5.639610 0.559020 1.005254 
4.944427 0.311308 0.669323 
3.109354 -1.443078 0.512840 
0.114645 1.688037 0.947917 
4.882739 2.103191 -0.501301 
-1.229189 3.432982 -1.045882 
-0.696449 -0.906604 -0.031522 
-2.292166 1.072670 -0.465565 
-8.095916 -10.555442 0.827437 
4.491365 -2.710464 -0.211034 
3.590710 -9.486103 0.087363 
4.469339 -0.103643 1.162491 
3.348255 5.194427 0.121163 
-1.610280 0.676580 0.144937 
-2.689659 -10.493386 -0.106234 
-5.501776 2.223483 0.047313 
-4.336345 -0.003364 0.788105 
5.889735 4.162162 0.015430 
6.344554 -6.361304 0.802888 
-5.718020 -5.106871 0.078822 
-5.705836 -8.796589 -0.242209 
0.622551 -3.424675 0.462230 
-5.704801 5.347580 0.117978 
14.963951 -2.056664 0.699605 
-5.582719 -4.684816 0.139510 
5.609418 -5.743114 -0.437851 
-2.540599 0.316404 0.464858 
-2.995732 5.278580 -0.358691 
5.098987 -1.053630 -0.067164 
2.656575 0.805775 0.453527 
3.048184 -3.139852 0.144693 
-1.217624 -3.755277 0.326431 
3.838150 0.102400 -0.970588 
-1.793031 -0.428611 -1.476549 
1.669750 -3.620061 -0.666415 
-1.898139 -2.426729 0.470709 
6.365896 3.511415 1.274063 
3.309613 5.118993 0.418151 
-2.404380 3.198231 1.135626 
5.799157 -3.309917 0.051505 
-3.184024 -3.453016 -0.038727 
-4.130921 4.108329 1.009519 
0.059625 -0.058069 -1.473750 
-1.588994 -5.816805 -0.311709 
-7.858060 3.819447 -0.260747 
-1.729284 -0.713307 -3.161702 
-2.955035 0.515227 0.831514 
4.518685 -2.964654 -0.363231 
-4.529146 -2.983857 -0.530644 
2.884680 -1.642137 -0.641400 
3.148601 -3.118960 -0.977602 
4.502905 12.341692 -0.217251 
-2.060427 -4.643979 1.135474 
2.012085 -3.644372 -1.073296 
1.597108 18.425924 -0.389536 
-6.228571 6.632850 0.123677 
6.313372 2.627087 0.011010 
10.144166 3.449127 -0.442608 
-5.272585 -15.893079 1.193964 
7.595259 -6.880165 -0.977674 
0.093302 -5.279807 -0.157863 
0.882239 0.844109 0.635086 
-14.509855 6.534274 -0.895974 
6.330453 11.211823 -0.030201 
5.291626 1.167862 0.250639 
-0.557846 0.810431 0.071481 
-12.358695 0.298303 -0.459699 
-7.527098 4.743105 -0.396741 
3.451618 -0.272451 -0.513705 
-0.728259 17.201452 -0.249982 
0.524826 -0.262473 -0.396381 
2.749886 2.153325 0.462528 
4.532664 1.358765 -0.185734 
2.587907 0.291714 -0.008462 
12.248039 3.504582 0.617412 
2.459339 -6.208628 0.985085 
-7.303980 -6.412733 0.669041 
7.779318 -5.917081 -0.050522 
0.189890 -1.272412 -0.593407 
0.081979 -6.838254 0.276849 
2.656711 1.060807 0.274161 
4.535197 3.636043 0.755829 
-6.837498 11.968535 -0.034832 
6.839584 8.767304 -0.483415 
6.097898 12.203322 -0.672181 
-0.247423 13.366776 -0.047159 
-11.952855 5.746957 0.493395 
-0.358371 -1.074598 -0.653068 
0.170673 -3.241607 -0.227430 
-3.442366 0.769547 0.274439 
10.916889 5.465345 -0.742949 
