# x(kpc) y(kpc) z(kpc)
0.955559 -8.801151 -1.469239 
-0.703705 -0.766869 -0.263268 
-0.328651 2.563639 -1.465703 
-0.062895 1.029527 0.235624 
-0.280279 2.605113 -0.551833 
1.871671 14.249799 -0.081694 
0.684736 -1.192494 -0.583870 
3.113303 -1.235468 0.151923 
13.157766 10.187812 -0.190490 
0.223214 -2.983833 0.430815 
-4.561196 3.373027 0.445200 
8.443186 27.758760 0.023998 
4.314006 -0.376834 -0.570597 
14.645042 -4.106602 0.374662 
5.196623 3.996224 0.858645 
-3.725781 -6.410874 0.114913 
-2.819052 -0.121579 -0.097747 
3.115625 -2.059476 -0.266579 
-21.308326 -8.633099 0.631031 
1.688001 -3.154333 0.424720 
5.134047 -0.545788 0.911880 
3.408356 -3.714970 -1.133727 
7.820139 4.860547 -0.220601 
3.475054 -3.997522 0.845235 
8.362810 7.393515 0.259285 
-5.432986 6.147685 0.155319 
-1.530308 -3.403607 0.021663 
-8.922103 -6.396276 -0.213950 
12.601999 9.715186 -1.055337 
0.566379 1.417124 -0.690999 
3.502710 -0.305098 -0.478846 
1.949869 -9.726960 -0.068961 
-6.650463 0.608732 -0.230147 
2.801350 6.835724 -0.255732 
5.481406 -0.183935 -0.407650 
12.908678 0.955853 -0.172806 
2.329307 0.395366 -0.353798 
8.199340 -8.445195 0.891153 
-1.422979 5.064295 -0.260780 
-3.444880 12.925181 0.212581 
-5.575896 -1.635518 -0.117085 
-6.789718 0.767309 0.419184 
-2.216226 4.199174 1.040889 
-13.795596 4.554083 -0.788850 
0.911026 11.915021 0.913190 
-4.888389 2.255765 -1.474561 
4.078463 3.409031 0.862477 
-6.814365 0.139637 -0.077347 
-1.294708 3.498568 -0.162801 
3.681442 4.582622 -0.390974 
3.245532 6.279909 0.935439 
5.573737 0.356128 -0.550088 
-1.762451 -17.973499 -0.302314 
-6.372913 -1.478026 -0.377036 
14.436473 9.027462 -0.257162 
-16.975600 1.603153 0.226912 
-2.233206 0.084063 0.619266 
-5.268791 -1.670943 0.372800 
-3.547961 -4.469235 1.194163 
8.415738 6.384462 0.162716 
-2.281816 -4.301455 0.291131 
2.409722 -6.938224 -0.436564 
11.030889 -0.788319 -0.127878 
-8.562081 1.257387 1.465348 
8.632194 20.427938 1.423189 
-9.966676 5.569728 -0.484802 
-2.896439 10.976470 0.110468 
-2.891460 2.125351 -0.398311 
5.222064 5.598073 -0.276657 
-6.939244 -3.555070 0.610538 
0.226409 1.726012 0.774501 
-5.770648 -0.825828 -0.399599 
-2.015443 2.659961 0.119968 
14.760863 5.636179 0.461005 
2.737567 -2.445968 -0.011835 
-7.472162 3.616913 -0.493247 
10.905454 -12.006613 -0.204957 
-0.587740 -6.249085 -1.690470 
-1.108433 3.526098 0.208406 
4.257407 0.323475 -0.957154 
2.337662 7.046562 0.567538 
-11.035515 -10.172679 -0.983061 
-1.407542 -3.791375 0.166616 
-1.634847 10.744620 0.651797 
0.217456 0.972950 -0.333724 
-0.166983 3.381250 0.050822 
11.926016 -2.354564 0.605352 
11.717931 5.985976 0.251668 
4.622344 -6.537303 1.068250 
4.640170 2.864324 -0.095456 
-9.491019 0.129838 -0.687795 
3.226146 -9.113548 -0.057751 
-6.440128 -10.380039 -0.054097 
-5.362397 -3.234540 -0.086585 
-3.079105 8.631750 -0.720539 
-3.327879 -3.418143 -0.036339 
-0.157215 -2.505017 -0.045212 
-9.658054 -5.839416 -0.572972 
-11.087968 1.305400 0.825319 
-5.849665 -6.932223 -1.255737 
0.451840 -7.004443 -0.883252 
1.513126 -4.561054 -0.722441 
6.432995 -3.983813 0.140388 
3.186420 -1.502253 -0.105147 
10.235218 -4.438234 -0.605777 
2.916088 -8.158178 -0.050747 
2.542882 2.122046 -0.745909 
-0.269883 -5.609654 -0.408742 
-6.942294 2.128802 0.150861 
10.010353 13.189524 0.373553 
13.666875 -14.286988 0.071450 
8.610783 -9.357075 0.016628 
-1.001982 -8.403116 -0.174411 
3.210678 -5.586674 0.038067 
-3.426212 5.172351 0.804404 
-3.103807 -2.321852 -0.164580 
-1.941901 1.938360 0.408737 
-1.679726 2.834953 0.043688 
-4.951035 2.554640 -1.010396 
-2.520345 -4.466581 -0.202562 
0.393274 1.356654 0.466789 
-2.138185 -1.080611 1.045648 
0.837990 -2.355013 0.917580 
-9.316937 -21.610025 0.233794 
6.279533 5.178402 0.803842 
4.276004 2.318771 -0.395172 
-3.597952 2.348617 0.067963 
-0.037636 -8.149932 -1.555393 
0.556170 1.274224 -0.308482 
-1.539363 2.825392 -0.388895 
-1.639445 7.068026 -0.194028 
-2.399260 1.145764 -0.087809 
-4.029805 -2.456494 0.588538 
0.912884 0.079071 -0.500391 
-5.574178 -1.374350 0.052022 
-0.913680 0.893590 0.177125 
17.093705 -0.961519 -0.285043 
-6.425088 2.543077 0.194569 
-7.739476 -4.174933 -0.233847 
-6.758027 3.622936 0.502996 
1.407956 0.893220 0.196685 
18.622016 5.453560 -0.353501 
-1.264368 3.227213 0.502709 
-2.320813 1.059663 1.482892 
-0.886349 -2.238311 1.378040 
1.515896 -14.148361 -0.776454 
0.279212 4.107125 0.734395 
1.028022 7.776529 -0.736955 
-6.257733 4.162453 0.056452 
-2.563131 1.391872 0.726382 
-1.966131 -8.374016 0.369609 
3.703311 4.133525 0.266020 
4.105549 0.793419 -1.436777 
-1.396095 1.530042 0.771029 
0.573391 -0.016493 0.255950 
-9.865908 -4.208778 0.536607 
-2.002305 2.168746 -0.568622 
-7.204825 14.258552 -0.040111 
1.725898 5.140637 0.427109 
-0.210020 2.641536 -0.510237 
-0.621794 -11.350795 0.137141 
2.688479 -8.817822 -0.885654 
1.529134 6.429239 -0.009032 
10.434744 -1.311899 0.098948 
3.854690 -6.258223 -1.330775 
-1.233236 8.486106 -1.119359 
-2.010259 -3.540422 0.225868 
0.892602 -0.234755 0.108624 
0.880873 7.105842 -0.187569 
2.675553 -2.786051 -0.395326 
12.338600 -10.723707 -0.686891 
-4.496536 11.257368 0.325104 
-3.979671 2.733576 -0.603152 
2.642513 4.686441 -0.060179 
3.116602 5.038953 0.242303 
14.518984 -2.575791 0.614189 
-2.359676 1.869916 0.799639 
-5.350920 -0.612634 0.350722 
-6.919555 5.194772 -0.104789 
-4.792742 -10.407882 1.228817 
-14.560605 -1.099914 0.041625 
3.883346 -7.257384 0.798360 
-14.448416 11.265799 0.322490 
2.433473 2.266186 0.132945 
2.400998 5.068099 0.845495 
2.381812 0.044051 0.156799 
-2.753346 1.135981 0.031631 
2.527711 -5.358407 -0.108014 
1.503126 11.506271 0.187519 
2.752336 5.018769 0.540284 
-8.886237 7.394471 0.135125 
-1.550752 -1.682039 0.135039 
3.372247 10.751204 -0.084117 
2.310796 0.775230 -0.827931 
1.212090 -0.367315 -0.841654 
-4.435627 1.139302 -0.504613 
0.209257 -0.506664 0.221024 
-2.489996 -1.828289 -0.058879 
-3.559214 -3.243891 -0.277995 
-0.731899 0.919262 0.364472 
-2.708018 12.477287 -1.080307 
3.680990 -1.758226 0.104090 
4.018341 5.508624 0.302067 
6.700989 -1.897002 0.440525 
0.463503 2.349397 0.762063 
15.892410 9.648474 -0.238852 
-3.350355 -1.572967 -0.875417 
-1.468465 -2.140241 -0.737645 
-4.866605 4.765286 -0.144251 
3.699183 -2.493441 -0.930671 
-0.152899 2.233837 0.941838 
2.260222 -1.331334 -0.891713 
20.880295 2.986606 0.546381 
8.288070 -7.125421 -0.520601 
-0.085624 -2.536030 -0.776139 
-0.039572 -2.309110 -0.344101 
4.399433 5.634937 -0.966595 
-4.888881 6.547000 0.378271 
-0.190229 -1.104263 -1.623696 
-14.285868 1.588721 -0.259388 
3.791306 6.605621 0.631190 
-4.477708 -4.323313 0.802991 
-0.349229 -1.526636 0.565368 
-10.654306 7.126943 0.616822 
10.319511 -4.095557 -0.353602 
-9.579676 -1.930064 -0.551456 
-11.597269 1.913315 0.846655 
0.843090 -5.166231 0.356476 
2.221664 -2.228667 -0.081418 
-1.856534 -3.825625 0.085832 
0.578267 -1.734846 -0.290144 
1.463913 0.758629 -0.114438 
-5.197540 -0.594766 -0.130795 
-1.691707 4.458247 0.765586 
-5.170182 4.523090 0.253004 
2.009657 7.081307 -0.094398 
-3.917987 -8.175077 0.665724 
-6.967387 3.039203 -1.046334 
-4.113790 -4.270891 0.457808 
3.897237 -0.492118 0.569302 
0.776797 2.018337 0.634737 
-4.116427 0.580356 0.019875 
-13.165130 -9.572321 -0.618454 
-3.767048 -10.771962 -0.086656 
-11.179136 -19.301910 0.001023 
4.542616 -2.344870 -0.827492 
-9.875519 3.681815 0.142957 
2.840503 -0.793400 0.380351 
2.406325 10.557263 -0.103905 
-10.175638 -23.339568 -0.540525 
-2.603263 5.434814 -0.247703 
-0.605371 -1.117502 -0.344390 
-1.027681 1.260458 -0.784946 
0.650646 0.925349 0.294134 
-7.728346 -1.692099 -1.088046 
-10.947311 0.122186 -0.812041 
0.531637 20.313742 0.270185 
1.612815 -13.378839 0.062570 
4.803336 -5.388479 -0.483493 
1.558456 -1.643447 0.234482 
7.582413 -2.631387 -1.275948 
4.420287 -13.076081 0.246614 
-10.825553 4.496615 -0.320626 
-0.622678 -0.402713 0.180264 
0.655918 -1.954255 -0.532290 
1.842675 -2.145576 0.328692 
3.345670 -4.935514 0.350676 
-0.047856 13.920987 -0.585220 
1.050623 -0.351704 0.153218 
13.164052 -23.698952 0.107139 
4.071772 9.799487 -0.077546 
2.833089 -4.654072 -1.461351 
-0.764462 -1.533532 -0.550026 
-0.323261 1.730506 -0.040371 
0.380913 10.241337 0.791544 
-2.134532 0.672421 -1.011970 
-1.356732 -2.478576 -2.080771 
-3.660180 4.593289 -0.755825 
-2.722943 8.178960 0.654045 
5.614894 2.307348 0.157682 
5.208500 3.901519 -0.473131 
2.762654 -1.699335 0.005826 
-3.637377 -8.247336 0.993206 
-0.005314 -2.107552 0.544330 
-4.320733 12.206679 -0.445829 
2.476572 -3.843066 0.253907 
-4.693360 5.247236 0.696673 
-11.000218 6.493188 -0.521459 
1.570506 -3.717480 0.738359 
-0.997574 4.626821 0.003958 
-4.221897 -12.364132 -0.331590 
0.607074 2.803183 -0.682831 
0.306971 -0.055215 -0.628915 
2.874308 -0.266792 0.254342 
5.535097 3.032346 0.914823 
5.461750 4.582285 0.373667 
2.643006 1.179151 -0.362074 
4.388336 5.577872 -0.618496 
-0.509797 -0.770553 0.153745 
1.672862 -1.638958 0.364205 
2.973420 4.633552 -0.005959 
-8.572123 4.650058 0.668816 
-3.056369 3.144292 -0.150447 
-1.310806 -5.952463 0.790415 
10.413388 1.383413 -0.353128 
-0.341457 -0.158497 1.056810 
4.683275 -2.182787 0.434470 
-3.500190 -2.377035 0.329855 
-4.338371 -5.830510 -0.440871 
-5.087815 -1.391039 0.640463 
-1.837929 6.662058 0.327516 
4.120161 -8.124747 -0.504680 
12.490676 7.107858 0.442761 
6.610913 0.818247 0.201757 
-6.296053 -5.710194 0.400324 
-5.811148 -1.705488 0.839562 
12.060999 6.909611 -0.716645 
-4.907087 8.228865 -0.754513 
3.049721 -9.564714 0.259458 
5.961046 -11.647073 -0.822734 
-0.612008 -2.237115 -0.090562 
-14.120413 2.579350 -0.365208 
-5.858093 2.659345 0.605970 
-13.060326 -3.051449 0.075245 
2.259774 -3.474809 -1.663796 
-8.991013 25.343231 0.199039 
-2.304611 -5.576753 0.350424 
-1.820946 -0.173741 -0.177031 
-2.391366 -0.352827 0.523623 
1.710122 2.604121 1.247466 
-7.692148 2.528084 -0.153246 
-0.675893 0.453041 -0.214364 
-0.742544 6.665048 0.823138 
-6.825805 0.426063 0.830647 
4.223708 6.950245 -0.005690 
-9.899157 3.453242 -0.219779 
0.465402 -4.019668 -0.626415 
-0.730002 -7.991295 0.168258 
-14.950836 14.927979 -0.023816 
7.282266 1.755785 0.589865 
-5.260146 -5.049945 -0.261710 
-6.795652 -0.945304 0.558844 
3.523351 0.735296 -0.398449 
-4.774546 10.032752 -0.824628 
-2.033572 1.663402 -0.085488 
-8.464619 1.933127 0.538896 
-9.222180 4.404977 0.464475 
-18.439870 5.805613 -0.760288 
1.306617 5.714099 -0.079591 
1.018661 7.051610 0.349395 
6.763627 5.157058 0.039541 
-1.280141 -2.756347 -0.496422 
-4.698374 11.150384 -0.153907 
-4.660695 -3.656341 -0.269332 
-4.526929 -5.117595 0.178500 
2.096471 7.139021 -0.052567 
8.004731 -3.840322 0.745964 
3.025655 3.164307 -0.313538 
2.809632 -2.792399 0.384263 
0.367389 -6.328244 0.086433 
0.183898 0.120577 0.085033 
-3.591813 3.378028 -0.393822 
-3.275880 -3.901169 0.411575 
9.058533 -6.382523 -0.437496 
-5.406052 -2.324405 0.347513 
1.813246 1.188564 0.565284 
-1.538412 7.414101 0.456456 
2.097207 1.762683 0.278573 
-0.291078 -0.849260 -0.243418 
2.396517 -7.334079 0.430185 
1.433991 11.524387 -0.878925 
0.411079 0.411975 -0.048627 
-15.108995 -13.945842 0.604583 
-3.984803 8.186775 0.979008 
-1.114665 -1.630571 1.114938 
-3.254378 -1.446825 -0.541476 
0.998816 -1.484325 0.049147 
-2.340164 -0.310879 -0.022789 
2.020974 7.341371 -0.138323 
4.074727 7.456683 -0.116551 
-0.256032 -2.257986 -0.969227 
1.443321 4.881413 0.393757 
-2.901784 1.943530 0.517380 
16.372219 20.377183 1.178064 
-1.020458 1.442267 -0.265199 
4.176774 5.268703 -0.670617 
-3.864560 -5.050297 -0.671090 
11.478598 7.066945 0.326245 
2.165198 0.856627 1.099323 
-4.916713 -1.646072 0.623792 
8.077644 -13.028600 -0.379744 
-0.739353 2.501796 0.253014 
-5.164757 4.154124 0.026428 
1.838341 -3.597496 -0.428787 
-3.210897 -12.444861 -0.479978 
-2.212408 -3.618297 0.186425 
2.817578 -16.156243 0.758806 
-7.085540 -7.714775 0.501053 
-11.856113 4.590675 0.594898 
0.919856 -1.473673 -0.314687 
7.716029 -1.159767 -0.528675 
-3.059737 -1.320910 0.326027 
6.202111 -3.057864 0.651816 
0.946662 -5.048704 1.299293 
12.602232 3.133600 0.709854 
-0.861187 -10.860342 -0.015753 
13.070836 -15.117980 -0.244313 
-2.308261 -3.177280 -0.180092 
-0.227120 4.569313 0.729309 
2.662322 -3.361704 -0.612714 
-5.267649 -10.870590 -0.503794 
-3.708842 1.509743 0.272489 
-5.165831 -1.100377 -0.163216 
7.180295 11.256422 -0.051641 
7.190373 -7.903058 -1.661344 
-0.074796 1.225021 -0.407214 
9.085911 4.188027 0.146590 
7.025239 -1.838047 -0.549435 
-0.538330 -4.318388 -0.814611 
9.464723 -8.074488 -0.110154 
0.837420 -4.130480 -0.626709 
-2.430215 0.605522 -0.839344 
4.230854 7.957743 -0.025566 
3.502479 -8.094757 -0.070427 
-3.635050 8.857214 0.568943 
3.278962 -0.369636 0.049201 
7.792931 3.019376 -0.056050 
-9.498094 -6.854410 -0.814251 
3.140011 -1.373017 0.305285 
-1.447367 -1.808436 -0.127364 
0.332409 -0.373885 0.002496 
9.154747 4.258853 -1.982707 
0.636411 5.470098 -0.193351 
-7.083864 -4.995213 0.196985 
3.706878 -3.784454 -0.096924 
3.542725 1.548379 1.279365 
0.100377 0.720403 0.704216 
3.743786 0.707955 0.294968 
-6.725551 9.218170 -0.584224 
-2.878797 9.262870 0.657021 
7.095401 6.570236 -0.237235 
-5.099868 -5.762274 -0.539638 
-1.511031 2.269089 -0.151169 
14.266328 -1.909201 0.322064 
2.875600 -6.724117 -0.524258 
-11.196172 -1.908394 0.071300 
3.408439 -0.049746 0.138683 
14.420681 3.845113 -0.213032 
6.198748 -12.158314 0.164582 
-1.106106 -1.763128 -0.050973 
-1.320393 1.965895 -1.732982 
-2.089284 -0.920821 -0.537997 
0.198417 -1.377367 0.770553 
1.120398 0.777881 1.625115 
-2.088818 8.018191 -0.056925 
-2.248261 -1.070329 -0.982352 
4.845098 1.816526 1.065347 
6.691397 3.197955 0.064134 
4.187614 -0.942206 -0.196329 
6.333745 3.351997 0.187986 
-1.066313 4.885332 0.043438 
-6.282633 0.314042 1.780478 
-3.112891 0.937800 0.185819 
-3.922953 3.622916 -0.363408 
4.484900 0.492505 -0.049316 
0.398151 -6.869006 0.163464 
-0.107609 7.477710 0.502242 
1.183099 -3.465015 0.628121 
0.517463 5.244929 0.318614 
-15.351641 -6.329101 0.437304 
-13.727380 -1.717062 -0.630337 
12.901083 -9.310317 -0.087280 
0.326417 -5.249235 0.335608 
12.515349 -7.349193 0.563095 
-0.273539 -3.356874 0.471377 
-8.509747 9.988379 0.083781 
-1.897204 1.290627 0.288473 
10.787735 -0.397568 2.062057 
8.457444 -0.919540 -0.623167 
4.206261 -1.645327 0.192862 
7.233785 5.824825 0.735752 
-8.325570 5.282676 -0.981475 
3.775911 -0.391772 0.971643 
-4.295293 14.753949 -0.066643 
-4.866705 3.884316 0.079156 
0.409943 18.676780 0.837989 
10.602900 5.323136 0.120378 
-4.964120 1.022008 0.115631 
-0.161369 6.252622 -0.483716 
-2.340396 -0.693477 0.579873 
6.003944 -2.587985 0.194958 
-12.268014 9.875881 -0.439383 
-2.221379 14.841185 0.597362 
-16.329205 9.281799 -0.578399 
-0.362300 -0.598666 1.621778 
-2.225073 -0.875962 -0.255670 
7.387422 5.123847 -0.096537 
0.895466 0.450139 -0.802651 
-9.625949 10.632321 -0.475809 
1.883645 -1.746574 0.013494 
-2.372496 3.199071 -0.245037 
2.346363 -3.170943 0.133803 
0.367856 -2.642812 0.690868 
-14.531504 -3.193452 -1.491310 
4.831781 7.942873 -0.258641 
-3.099297 9.611089 -0.180501 
3.904290 -0.902490 0.822126 
3.336046 0.086233 -1.087883 
13.759966 1.189237 -0.131942 
5.085098 13.305580 -0.047175 
6.866424 0.561873 -0.093524 
0.839416 -2.614291 -0.284197 
-1.741694 4.547460 -0.920682 
-5.442855 -3.395996 -0.043612 
5.043035 -8.795503 0.078749 
4.020649 7.413029 0.530419 
2.938925 7.308861 0.737354 
-2.298258 -2.634549 -0.054125 
-3.901800 -4.952207 -1.198177 
-3.320876 1.434158 0.012333 
-2.481985 -4.657937 -0.034393 
0.168581 -1.117509 0.366328 
22.279713 -4.380063 -0.680742 
6.583088 1.220090 -0.460618 
-12.389000 3.066374 -0.615678 
-2.237015 -11.354118 0.200003 
3.836598 1.961524 -0.091004 
9.253712 0.215954 -1.344750 
-1.550985 -2.150834 0.204556 
-3.517573 -0.504662 0.062828 
0.860076 -0.097562 0.126233 
-0.841437 -9.174597 -0.239181 
-5.455591 -18.494541 -0.359919 
-1.898589 1.273873 -0.011103 
-2.572614 2.669612 0.390628 
-0.494501 -3.997437 -0.635781 
2.007379 0.719654 0.918147 
2.354100 2.813419 -0.140180 
1.891154 4.275446 -0.322464 
-0.874641 -0.541297 -0.120035 
2.095804 3.273061 -0.812881 
-4.562834 -0.744951 -0.735689 
-3.104423 2.494883 0.377299 
-5.887910 3.765358 0.342356 
-7.326462 -4.063880 -0.551083 
15.652798 3.165909 0.522821 
1.425915 -7.249908 -0.371271 
-1.701345 4.865938 -0.523952 
-2.007414 -0.152173 0.630815 
-4.823516 -12.644131 -0.168214 
2.840862 2.923008 1.068024 
4.817057 -0.866052 0.495585 
-0.756152 0.264538 0.475545 
-0.791775 0.189435 0.179570 
6.956671 -3.946869 -1.433147 
-13.791606 -4.021209 0.689745 
-0.500442 -6.291804 0.380647 
3.214987 -2.582990 -0.061699 
13.542182 -0.057400 0.247497 
5.385649 -2.577039 -1.043066 
-3.388842 -4.447711 -0.005226 
2.080576 6.655689 0.304536 
2.256998 1.253674 -0.476321 
-0.650086 -2.022836 -0.162362 
7.320800 0.712118 -0.362852 
-6.412275 -6.124413 -1.394819 
-0.561538 -0.176064 -0.275589 
-4.514425 -6.825536 0.653113 
-1.630505 -5.148951 -0.617348 
-3.661391 -1.620923 0.513108 
-2.182202 2.640458 -0.376035 
1.743336 0.634815 -0.571964 
-3.088321 3.491755 -1.349358 
4.836969 -0.600737 0.844976 
10.608674 -4.421929 -1.060249 
1.342620 -4.683206 0.561781 
-27.096336 6.335624 0.629780 
1.007219 -4.710798 -0.488703 
0.707259 -3.637723 -0.764147 
-6.135806 -4.530761 -0.151375 
-4.267744 -5.903536 1.136306 
0.784554 10.325019 0.383474 
4.770440 1.360145 0.285678 
-13.554020 1.547541 0.578966 
-1.620070 -9.513417 1.197149 
-5.892534 2.406403 0.831412 
2.392672 -0.413955 -0.156782 
-7.318280 -3.758121 -0.520020 
-9.826940 7.270264 -0.842992 
-1.748494 4.444400 0.103204 
1.752775 -10.275219 0.226710 
-3.963129 0.676944 1.012264 
-10.184813 -4.544347 0.119839 
0.660605 0.379857 0.055770 
-5.083050 -2.298560 0.917348 
-1.543747 4.233875 -0.130744 
-11.015164 -3.405591 0.660782 
4.337070 3.975117 1.559429 
9.171290 -0.716702 -0.398704 
-2.150376 13.238782 0.168258 
12.794903 8.255166 0.114878 
1.426781 7.568729 -0.176505 
-2.142867 0.855673 -0.817441 
3.879771 -5.304203 1.486852 
5.276380 -1.147870 0.064869 
2.787709 -4.485031 0.849565 
-3.139752 4.045747 -0.026246 
-4.492191 -2.530581 1.068224 
-6.843818 -8.475259 -0.258229 
-10.495556 5.366438 1.127342 
-2.441481 -1.503017 0.215307 
-2.315631 3.843711 -1.512628 
9.397591 6.787275 -0.012862 
-0.511135 1.055845 -0.662842 
7.750978 -4.590401 0.452708 
-16.800666 0.320125 0.163801 
-4.296257 -5.026927 -0.596665 
-3.167326 4.197009 -0.118686 
-8.809987 3.182852 -0.409625 
-5.259569 -12.490921 1.960712 
-8.595958 -3.928928 0.225132 
1.680402 -1.361135 0.002175 
11.770751 -3.850586 0.805178 
-9.126270 1.076905 0.330275 
0.083348 -6.379273 -0.766264 
-4.196689 4.744082 0.617770 
-5.945406 -4.889131 0.164042 
0.748976 0.905297 0.426201 
3.384110 -1.148736 -1.439776 
-0.720355 11.539118 -0.329595 
0.318010 2.244744 -0.486203 
16.640947 -7.921013 0.374002 
1.945509 2.736506 -0.982113 
-3.853520 -3.157319 0.098415 
3.371140 1.360688 0.770349 
13.497287 8.534040 -0.208832 
-7.209274 3.022072 0.234728 
0.678557 2.188602 0.047471 
-6.167674 -1.245964 0.020723 
0.274100 0.665623 0.595889 
2.653680 1.574930 0.327389 
-0.130583 0.497883 0.047462 
29.060711 -3.645267 -0.064155 
1.823517 5.255841 0.199432 
0.531443 0.290201 -0.695941 
0.438556 -2.774442 0.230708 
-1.810001 0.407391 -0.306037 
11.092176 -14.030091 0.563786 
-4.142731 10.190375 -0.881657 
6.689589 7.790469 -0.161384 
-0.163394 -2.365038 -0.284212 
0.926668 9.076611 -1.384309 
1.537277 0.181359 0.083726 
0.145691 -1.869520 -0.201551 
-4.178538 -1.005069 0.165076 
-2.256941 2.202237 -0.332557 
1.354170 -8.782120 -0.114518 
-2.448958 -1.796037 -0.275843 
3.161511 -2.728650 0.194140 
1.354903 1.005019 0.253299 
-1.518208 -0.927576 0.761911 
-4.251494 0.328027 -0.793916 
-5.793538 -7.293284 -0.170529 
-9.049566 -6.437841 0.251694 
-6.070161 -3.930546 -1.743701 
-3.814034 -5.268826 0.472137 
3.344139 -3.105028 0.071494 
-5.202834 -0.292093 0.539772 
-1.252389 -0.171318 0.568527 
1.135053 0.312679 -0.945079 
-9.179670 -9.795050 -0.502544 
-0.834689 -2.628618 0.057933 
0.738041 7.346488 -1.724994 
0.225875 -3.322597 0.137000 
-5.113892 5.043469 -0.257376 
13.672633 2.473717 1.559261 
0.021421 0.800204 -0.563531 
0.915767 2.488149 -0.426230 
11.220470 3.868438 -0.204075 
1.507638 -1.284209 -0.270947 
11.365716 -0.118254 0.011219 
-1.730180 -2.338745 -3.380491 
-2.733455 3.383953 -0.908783 
-9.976232 -1.944084 -0.045002 
2.407688 6.186507 -0.545364 
-0.399641 -5.354056 0.067665 
-0.821784 2.171788 0.844833 
-5.173246 -15.343708 0.791592 
-1.602783 0.339561 1.445829 
3.855396 6.232531 -0.735661 
0.105437 1.265414 -0.517809 
-15.699615 -11.030456 -0.166518 
7.805267 -12.113128 0.844564 
-9.675346 0.297395 -0.138162 
-3.714887 -10.793690 -0.786415 
-1.403099 5.024442 0.570373 
-4.017138 1.165346 -1.238569 
-6.624168 1.196030 0.179469 
-3.017421 3.651354 -0.051927 
2.719288 -0.492948 0.389717 
1.777397 2.360541 0.870787 
2.688646 -1.517800 0.081542 
-1.895260 0.383813 0.505305 
7.689351 -3.510700 -0.990206 
-1.058129 1.099692 0.443356 
13.859184 -12.179329 -0.363751 
9.456372 -3.252364 0.971948 
1.424311 4.090249 -0.045341 
0.943643 -3.227820 0.026179 
3.944774 -8.385090 -1.945485 
0.156555 -1.089385 0.281085 
-10.034278 -3.268410 -0.801841 
4.884094 -3.877786 -0.126299 
1.826963 1.707336 -0.014683 
5.526825 -2.171290 -0.534153 
-9.946252 0.979118 0.064882 
7.765429 -0.504454 -1.733946 
-9.443122 1.275832 0.709045 
0.663896 -2.225588 0.169738 
0.699063 -3.972163 0.396687 
-0.114096 -3.977893 -0.094368 
1.084212 -5.633589 -0.233016 
-18.096246 -7.517627 0.156458 
-4.889649 -2.266252 -0.694258 
2.927388 10.316746 0.879460 
-1.602970 -1.742844 0.467910 
3.732186 0.865063 -0.181770 
13.617693 -2.179101 -0.611034 
7.061310 -6.399699 0.198960 
1.633426 -0.798365 0.890398 
1.272189 1.031486 -0.161684 
8.132711 -9.367677 -0.349344 
2.496387 0.275303 -0.152777 
4.303771 7.671325 0.754639 
0.393146 -2.433446 -1.287526 
-3.112232 4.002252 0.063450 
3.646959 12.205646 -0.908764 
-3.002678 4.481850 -0.409483 
13.202710 8.064699 -0.023814 
12.021729 -0.594235 -0.034005 
-2.267529 -1.707538 -0.629981 
0.649546 1.484488 -0.836016 
-6.459759 0.578096 -0.232846 
-19.261295 -6.057603 0.003901 
3.378099 -5.154285 0.665183 
-0.478450 1.616237 -1.251671 
0.551611 0.413821 0.452586 
6.969721 4.315586 -1.239009 
8.196660 -8.657590 -1.027737 
-4.945934 1.591147 -0.486459 
-7.272647 1.484805 0.020694 
5.616534 1.814551 0.521887 
4.092127 7.220474 0.475176 
4.444064 -1.327329 -0.330797 
-6.341543 0.002782 0.875916 
0.906331 -0.146835 0.860218 
-5.653774 -2.336971 -1.265447 
2.385424 2.564884 0.017768 
3.301804 0.317859 0.375358 
2.267188 -4.818781 0.146751 
3.716524 1.970909 0.247857 
3.851105 3.633575 0.012779 
0.045616 -0.497629 0.198113 
2.912032 4.602757 0.922262 
1.304679 -1.700110 0.919775 
3.435664 1.843716 1.989731 
-4.955011 -3.348086 -0.381504 
-0.778503 -0.789229 0.031692 
0.529898 -2.807874 -0.112067 
0.513609 10.581895 -0.616475 
-0.270214 -4.419097 -1.101009 
-1.456142 3.322919 0.143796 
-6.668818 -8.388978 -0.462196 
7.151291 1.469246 -0.443639 
5.166105 -2.437238 -0.037454 
3.640953 3.862795 1.053991 
9.294220 -12.475357 1.310024 
-0.523529 0.334524 -0.243571 
-4.097766 0.569248 1.558014 
-0.727093 0.297421 -0.343520 
2.540447 3.757262 0.621427 
0.927605 -9.162526 0.541665 
-0.607756 -0.502769 0.665242 
-2.464412 -17.220135 -0.292881 
-4.616078 -12.226137 -0.912066 
7.084246 -9.527975 -0.044609 
-4.198451 -7.024789 0.022882 
-9.135773 1.210317 0.460085 
-6.331414 -12.925725 0.216081 
-14.134233 -6.877466 -0.782505 
14.694361 12.973190 -0.077848 
9.635845 8.288785 0.159900 
-2.805122 -3.179485 0.505532 
-7.623958 1.881031 -0.181718 
-0.737223 -0.877719 -0.192440 
-0.427306 3.252923 0.969749 
-4.751620 -17.826406 0.023190 
-8.066729 1.913203 0.159325 
4.558564 6.725705 -0.323108 
